RAh,RAm,RAs,e_RAs,DEd,DEm,DEs,eDEs,GLON,GLAT,Si,e_Si,Pk,e_Pk,m,e_m,RM,e_RM
2,23,14.65,0.03,22,39,53.7,0.6,149.1593,-35.4881,209.2,7.3,11.31,0.25,6.02,0.13,-55.1,4.8
2,23,17.24,0.08,66,48,57.1,0.6,131.8086,5.5403,189.2,6.1,7.56,0.32,5.07,0.21,-62.6,8.7
2,23,17.73,0.04,-35,55,50.4,0.6,-117.0828,-68.6083,275.9,9.2,7.18,0.31,2.93,0.13,-6.6,8.9
2,23,20.28,0.03,-10,36,39.4,0.6,179.9736,-62.7908,109.5,3.9,8.13,0.27,8.33,0.28,29.2,7
2,23,21.3,0.03,6,39,30.5,0.6,159.6353,-49.5494,241,8.5,5.59,0.29,2.5,0.13,-8.6,11.4
2,23,21.65,0.04,42,59,31.9,0.6,140.284,-16.761,3216.5,98.2,23.88,1.7,2.27,0.16,-140.3,19
2,23,22.28,0.05,52,44,5.2,0.6,136.7332,-7.6559,150.2,4.5,5.65,0.26,3.91,0.18,-28.4,10.3
2,23,33.94,0.03,7,32,19.6,0.6,158.9868,-48.7762,125.3,3.8,15.78,0.28,12.47,0.22,3.5,3.9
2,23,34.16,0.04,39,36,3.6,0.6,141.632,-19.9019,536.1,20.4,6.98,0.32,1.46,0.07,-75.4,10.8
2,23,35.21,0.14,39,36,52.1,1.7,141.63,-19.8881,8.6,0.5,6.42,0.35,5.46,0.3,-74.9,10.8
2,23,38.12,0.03,-23,5,1,0.6,-152.9405,-68.7723,217,7.7,8.88,0.31,4.37,0.15,23.8,8.1
2,23,43.09,0.04,40,0,53,0.6,141.4975,-19.507,3108.5,109.3,23.37,0.33,0.81,0.01,-94.6,3.2
2,23,43.83,0.03,-28,18,59,0.6,-138.3594,-69.5717,1153.2,40.6,7.76,0.26,0.73,0.02,-3.4,8.4
2,23,44.53,0.03,0,40,51.5,0.6,165.2766,-54.4195,63.6,2,5.4,0.31,9.22,0.53,-5.9,13.3
2,23,45.2,0.05,-12,28,34.3,0.9,-176.6555,-63.8877,37,1.8,4.01,0.27,15.84,1.07,23.8,14.8
2,23,47.51,0.04,34,15,8.5,0.6,143.8591,-24.8387,130.8,4.5,5.4,0.29,4.58,0.25,-51,12.9
2,23,49.1,0.04,-33,42,57.8,0.6,-123.0893,-69.0779,160.2,4.8,6.48,0.3,4.2,0.19,4.4,8.9
2,23,57.17,0.06,56,44,23.9,0.6,135.4014,-3.8752,230.9,6.9,6.11,0.37,2.9,0.18,-24.3,12.7
2,24,4.1,0.03,18,34,3.6,0.6,151.6356,-39.0863,181.8,5.5,3.49,0.25,1.96,0.14,-23.9,15.8
2,24,4.96,0.04,44,1,46.3,0.6,140.0185,-15.747,112.6,4,10.13,0.32,9.46,0.3,-52,6.3
2,24,6.09,0.06,53,39,23.6,0.6,136.5097,-6.7546,44.4,1.4,3.96,0.31,9.7,0.76,8.9,15.5
2,24,9.8,0.03,-19,16,57.9,0.6,-162.3832,-67.3413,266.2,9.4,24.61,0.26,10.17,0.11,5.8,2.2
2,24,11.59,0.04,33,39,21,0.6,144.1983,-25.3568,56.6,1.7,6.74,0.23,12.43,0.42,-70.3,8.4
2,24,13.66,0.04,38,32,24.4,0.6,142.1802,-20.8387,116.7,4.1,3.75,0.32,3.4,0.29,-66.4,18.4
2,24,15.85,0.03,20,35,36,0.6,150.5396,-37.2524,197.1,6.8,9.55,0.27,5.33,0.15,-30.5,5.3
2,24,17.2,0.04,26,1,24.6,0.6,147.7164,-32.3411,61.1,1.9,5.75,0.25,10.14,0.44,-118.9,9.3
2,24,18.71,0.03,23,44,32,0.6,148.8705,-34.4089,124.1,4.3,3.36,0.23,3.02,0.21,-75.8,14.4
2,24,20.11,0.06,38,31,54,0.7,142.2045,-20.8386,35.6,1.4,3.99,0.31,11.61,0.9,-68.1,16.8
2,24,20.54,0.23,67,19,48.5,1,131.724,6.0579,30.2,1.4,3.97,0.33,18.07,1.5,-37.4,17.7
2,24,22.26,0.04,43,46,33.3,0.6,140.1649,-15.9643,204,7.6,10.4,0.35,6.57,0.22,-55.8,6.3
2,24,22.64,0.06,58,37,9.1,0.6,134.7944,-2.0956,201.7,7,5.03,0.42,2.85,0.24,-99.4,18.3
2,24,25.7,0.11,70,29,49.1,0.8,130.5995,9.0222,142.4,4.9,5.43,0.42,7.29,0.56,-46.1,13.2
2,24,28.28,0.03,6,59,24.7,0.6,159.7212,-49.1209,771.7,30.2,27.32,0.28,3.92,0.04,-6.3,2.3
2,24,29.6,0.06,55,52,0.8,0.6,135.7796,-4.6663,82.5,2.9,5.78,0.46,7.8,0.62,-58.2,16.9
2,24,29.94,0.05,-34,56,36.5,0.6,-119.8719,-68.6525,77.5,3,4.85,0.29,8.69,0.52,-14,12.8
2,24,30.53,0.05,50,48,41.2,0.6,137.5871,-9.3929,467.1,14,12.95,0.3,2.87,0.07,-15.7,5
2,24,30.88,0.09,27,40,1.6,1.1,146.9753,-30.8227,19.9,1.3,4.17,0.33,19.75,1.56,-44.8,16.1
2,24,36.99,0.04,-28,0,36.4,0.6,-139.2066,-69.3628,51.7,2,9.26,0.29,19.26,0.6,21.7,6.6
2,24,41.85,0.03,13,57,33.1,0.6,154.6661,-43.0927,94.7,2.9,8.69,0.32,9.9,0.36,-1.8,8
2,24,43.18,0.06,60,32,46.2,0.6,134.1569,-0.2766,105.6,3.8,6.23,0.42,6.57,0.44,-8.2,14.8
2,24,47.35,0.04,7,57,57.4,0.6,159.0341,-48.2534,53.4,1.7,3.92,0.28,7.56,0.54,-14.3,15.8
2,24,52.02,0.07,63,40,23.6,0.6,133.0698,2.6556,178.8,5.8,10,0.3,7.62,0.23,-64.7,6.1
2,24,56.2,0.04,34,30,35.2,0.6,143.9895,-24.51,435.7,15.3,13.35,0.32,3.39,0.08,-54.9,4.7
2,24,57.53,0.06,37,45,59.6,0.8,142.636,-21.5008,25.1,0.9,3.09,0.25,13.02,1.05,-67.3,19.1
2,24,59.9,0.03,-9,42,36.1,0.6,179.0859,-61.8915,205.1,6.2,6.09,0.31,3.11,0.16,20.3,12
2,25,2.61,0.03,-23,12,47.6,0.6,-152.3594,-68.4952,2095.8,73.4,47.14,0.32,2.48,0.02,4,1.5
2,25,4.64,0.03,-21,53,51.9,0.6,-155.7569,-68.1042,237.4,7.7,9.65,0.29,5.77,0.17,18.1,6.6
2,25,5.12,0.03,-5,36,48.2,0.6,173.1388,-59.0263,236.4,7.1,11.43,0.31,4.96,0.13,20.9,6.1
2,25,6.55,0.04,-35,57,24.6,0.6,-117.3166,-68.2505,102.9,3.6,6.52,0.28,7.01,0.3,14.3,9.7
2,25,8.08,0.03,0,35,31.8,0.6,167.1032,-55.2162,1183.8,41.8,71.78,0.29,6.53,0.03,10.6,1
2,25,8.54,0.03,-12,3,26.2,0.6,-176.9339,-63.3629,120.4,4.3,3.25,0.27,2.9,0.24,28.4,18.9
2,25,9.16,0.03,-7,38,57.5,0.6,176.0017,-60.4636,317.7,11,6.09,0.31,2.94,0.15,-13.8,11.2
2,25,9.66,0.03,19,58,31.8,0.6,151.1228,-37.7126,217.6,6.5,3.22,0.24,1.57,0.12,-50.9,16.3
2,25,9.84,0.03,22,37,12.9,0.6,149.6735,-35.338,163.6,5.6,3.74,0.24,2.67,0.17,-60.9,15.1
2,25,13.28,0.06,56,26,36.4,0.6,135.6701,-4.0911,96.4,3.4,5.12,0.33,6.27,0.4,-44.4,13.5
2,25,16.56,0.03,-22,15,22.1,0.6,-154.8036,-68.1717,828.4,29.2,4.01,0.29,0.52,0.04,31.4,16.7
2,25,16.8,0.04,31,18,57.7,0.6,145.4612,-27.4178,476.4,14.3,7.83,0.26,1.69,0.06,-72.6,7.7
2,25,18.21,0.04,31,52,33.2,0.6,145.2157,-26.9022,161.2,4.9,5.92,0.25,3.97,0.17,-13.5,9.1
2,25,20.7,0.07,-31,37,32.8,0.9,-129.0162,-69.0977,36.9,1.9,5.2,0.29,18.95,1.06,1.4,12.4
2,25,27.74,0.05,-14,11,31.5,0.7,-172.8988,-64.558,96.1,3.3,6.41,0.47,13.52,0.99,22.7,19.4
2,25,32.06,0.03,-14,15,37.9,0.6,-172.7441,-64.5821,280.4,9.5,11.13,0.47,4.83,0.2,25.3,10
2,25,32.87,0.07,50,46,0.8,0.7,137.7586,-9.3757,119.6,4.2,12.44,0.37,18.31,0.54,-41.3,6
2,25,33.61,0.03,10,42,46.8,0.6,157.1782,-45.8072,130.1,4.8,7.63,0.27,7.97,0.28,1.3,7.5
2,25,34.23,0.03,-2,10,17.3,0.6,169.0262,-56.3728,431.2,12.9,3.69,0.3,0.91,0.07,2.7,17.4
2,25,41.94,0.03,11,34,24.6,0.6,156.5988,-45.0481,499.6,15,7.89,0.26,1.61,0.05,18.6,6.7
2,25,42.76,0.07,66,14,52.5,0.6,132.2369,5.0942,565.3,17,11.66,0.35,2.18,0.07,56.4,5.7
2,25,44.1,0.06,62,6,7.8,0.6,133.7197,1.2218,17674.7,614.6,67.58,0.97,0.55,0.01,48.6,3
2,25,44.79,0.04,40,31,42,0.6,141.6747,-18.8861,944.7,29.6,36.47,0.28,10.25,0.08,-85.6,1.8
2,25,44.89,0.05,-6,37,54.7,0.8,174.7602,-59.6432,23.8,0.8,2.84,0.22,12.19,0.94,-11.5,16.7
2,25,47.59,0.04,-32,55,6.4,0.6,-125.4872,-68.8234,145.6,4.9,7.8,0.43,6.1,0.34,-13.1,9.3
2,25,49.57,0.05,42,31,5.2,0.6,140.9061,-17.0354,77.8,2.7,7.13,0.29,11.39,0.46,-68.2,8
2,25,52.98,0.03,-10,20,22.1,0.6,-179.5958,-62.1385,84.7,2.6,2.99,0.24,3.73,0.3,60.9,17.4
2,25,55.46,0.03,-10,33,12.8,0.6,-179.2308,-62.2687,65.5,2.4,6.46,0.31,11.22,0.54,22.6,8.9
2,25,55.8,0.03,3,47,20.9,0.6,162.9816,-51.5815,259.9,8.3,7.93,0.28,4.26,0.15,15.2,7.9
2,25,56.06,0.03,2,19,15.2,0.6,164.376,-52.7752,104.9,3.2,4.84,0.35,4.91,0.36,14.7,13.8
2,26,4.47,0.04,36,17,20.9,0.6,143.4697,-22.7799,70,2.1,7.61,0.29,11.29,0.43,-63.9,8.8
2,26,5.46,0.03,-16,41,49.9,0.6,-167.6457,-65.7551,261.3,7.9,11.79,0.3,4.79,0.12,10.2,5
2,26,8.62,0.04,41,21,20.5,0.6,141.4199,-18.0913,59.5,1.8,3.45,0.28,6.11,0.5,-61.6,20.4
2,26,9.73,0.03,1,29,26.6,0.6,165.2742,-53.4088,362.9,10.9,13.3,0.26,3.89,0.08,-2.3,4.2
2,26,11.86,0.03,-21,41,6.2,0.6,-156.0711,-67.7896,123.7,3.7,11.55,0.29,10.48,0.26,16.9,5.4
2,26,12.15,0.04,17,43,54.9,0.6,152.7129,-39.5975,143.7,5.1,3.76,0.25,4.01,0.27,-47,14.9
2,26,13.63,0.03,-18,57,41.2,0.6,-162.6077,-66.7641,249.3,8.7,10.61,0.3,4.95,0.14,-0.8,5.7
2,26,15.32,0.03,2,5,12.8,0.6,164.7122,-52.9164,348.3,11.7,7.09,0.4,2.4,0.14,-31.1,13.9
2,26,18.53,0.1,71,53,33.1,0.6,130.2336,10.3788,162.7,4.9,6.25,0.36,3.92,0.23,-19.8,12.2
2,26,18.71,0.04,-3,59,59.8,0.8,171.4831,-57.633,83.2,3.2,4.25,0.32,7.43,0.56,-3.2,15.9
2,26,19.89,0.03,4,46,31.6,0.6,162.217,-50.7139,232.8,7,17.46,0.28,7.95,0.13,-6.4,3.4
2,26,24.54,0.03,-17,10,23.9,0.6,-166.5387,-65.9199,241.1,9.2,8.71,0.31,4.53,0.16,6.1,7.2
2,26,25,0.03,-8,46,32.4,0.6,178.1189,-61.0072,314.4,11,24.54,0.31,8.79,0.11,0.3,2.6
2,26,26.04,0.04,-18,33,58.8,0.7,-163.456,-66.5507,42.1,1.7,5.55,0.29,14.87,0.78,0.7,10.9
2,26,31.53,0.06,9,34,10.4,0.7,158.3258,-46.6639,62.3,2.3,3.47,0.28,9.06,0.73,10.7,16.6
2,26,34.36,0.03,-8,6,19.9,0.6,177.1647,-60.524,163.8,4.9,6.05,0.32,3.82,0.2,-7.1,10.2
2,26,36.12,0.04,35,55,45.8,0.6,143.7281,-23.07,733.8,22,4.33,0.3,0.68,0.05,-3.7,15.5
2,26,36.66,0.04,-11,41,44.4,0.7,-177.0751,-62.8572,87.9,3.3,4.15,0.25,7.55,0.45,33.3,14.7
2,26,36.97,0.04,10,38,6.5,0.6,157.5549,-45.7413,126.7,4.5,5.92,0.34,7.21,0.41,7,12.4
2,26,39.48,0.03,6,6,7.7,0.6,161.1635,-49.5689,105.8,3.2,6.87,0.27,6.77,0.27,3.2,8.1
2,26,43.38,0.05,36,20,55,0.7,143.5752,-22.6744,43.6,1.7,5.58,0.3,13.11,0.7,-62.6,12.4
2,26,44.49,0.08,59,28,50.5,0.6,134.7723,-1.1823,221.6,7.4,17.89,0.61,15.99,0.55,-90.5,6.7
2,26,47.55,0.03,-18,43,39.6,0.6,-162.9982,-66.5436,108.4,3.3,3.82,0.28,3.88,0.28,46.3,14.7
2,26,53.4,0.04,28,2,14,0.6,147.3529,-30.2688,63.4,1.9,4.65,0.31,7.47,0.5,-49.6,15.6
2,26,53.55,0.04,38,33,45.3,0.6,142.6864,-20.62,120.2,3.6,6.34,0.28,5.36,0.24,-78,11.2
2,26,55.35,0.03,-16,6,22.9,0.6,-168.6392,-65.2867,277.3,9.1,15.4,0.28,6.98,0.13,21.5,3.9
2,26,58.54,0.05,28,15,23.4,0.7,147.2671,-30.0615,39.2,1.5,4.54,0.31,13.25,0.9,-47,14.1
2,26,58.73,0.05,51,20,9.7,0.6,137.7621,-8.7638,445.4,13.4,57.17,0.33,12.27,0.07,-8.5,1.2
2,26,59.19,0.03,-5,55,46.4,0.6,174.2255,-58.9267,256.8,9.1,7.55,0.32,3.11,0.13,48.8,9.4
2,27,3.87,0.05,51,19,35.7,0.6,137.7781,-8.7677,416.5,12.5,21.81,0.31,5.07,0.07,-11.4,3.5
2,27,6.36,0.03,-17,13,28.6,0.6,-166.2345,-65.798,973.7,29.2,4.93,0.35,0.53,0.04,52.4,15.4
2,27,10.68,0.04,-39,46,29.2,0.6,-108.4501,-66.4796,215.4,7.5,4.83,0.27,2.35,0.13,36.3,12.5
2,27,14.15,0.03,-12,46,2,0.6,-174.9824,-63.3831,96.6,3.4,10.82,0.3,11.42,0.32,8,5.8
2,27,15.87,0.04,-33,52,58.6,0.6,-123.0471,-68.3429,53.9,1.7,17.15,0.38,4.03,0.09,5.8,3.8
2,27,15.97,0.04,15,44,46.3,0.6,154.2395,-41.2276,65.2,2.4,3.82,0.27,6.81,0.48,-18.3,13.8
2,27,17.09,0.03,-15,37,17.5,0.6,-169.5214,-64.9627,306.5,9.2,9.14,0.27,3.27,0.1,13.2,6.7
2,27,17.28,0.04,-33,52,30.6,0.6,-123.0704,-68.3397,562.3,19.9,23.11,0.31,4.49,0.06,7,2.8
2,27,19.17,0.14,76,37,44,0.6,128.5087,14.8066,124.5,4.3,4.86,0.32,4.38,0.29,41.6,15
2,27,19.8,0.73,87,33,23,0.6,124.0262,24.8912,79.8,2.4,4.51,0.24,6.15,0.33,-3.2,11.5
2,27,20.23,0.03,-30,37,48.8,0.6,-131.8773,-68.7585,1129,33.9,16.11,0.27,1.54,0.03,6.9,3.7
2,27,23.89,0.03,-11,14,43.1,0.6,-177.5835,-62.4266,194.7,6.9,3.29,0.26,1.85,0.15,16,18.7
2,27,25.2,0.04,-34,8,46,0.6,-122.3691,-68.2566,131.7,4.6,4.98,0.27,4.23,0.23,-5.4,12.1
2,27,25.42,0.05,30,12,31.5,0.6,146.4444,-28.2437,78.4,2.7,7.69,0.26,13.07,0.44,-39.8,7.3
2,27,31.01,0.04,14,55,12.1,0.6,154.8444,-41.9215,50.5,1.6,4.65,0.29,9.42,0.59,1.2,13
2,27,32.36,0.05,52,33,43.5,0.6,137.3911,-7.5908,679.8,23.6,20.07,0.36,3.21,0.06,0.7,3.9
2,27,36.72,0.03,25,20,2.2,0.6,148.8671,-32.6491,377.8,11.3,13,0.25,3.53,0.07,-71.3,4.8
2,27,37.63,0.03,1,33,12.9,0.6,165.6997,-53.1382,78.1,2.4,6.47,0.3,8.79,0.41,-6,10.8
2,27,38.44,0.04,-34,1,11,0.6,-122.7284,-68.2385,202.4,6.4,7.21,0.3,6.86,0.29,-5.5,8.5
2,27,40.78,0.04,-9,8,48.9,0.6,179.1189,-61.0231,107.3,3.6,5.34,0.33,7.29,0.45,6,12.2
2,27,42.02,0.04,25,43,15.3,0.6,148.6912,-32.2912,70.5,2.8,5.28,0.3,9.14,0.52,-96.7,12.1
2,27,45.7,0.03,2,21,46.9,0.6,164.9404,-52.4706,73.8,2.7,6.04,0.39,9.71,0.63,-5.9,14.2
2,27,57.07,0.04,27,4,35.9,0.6,148.0708,-31.0412,58.3,2.2,3.36,0.28,6.13,0.51,-26.6,18.6
2,27,57.63,0.04,-38,8,14.1,0.6,-112.41,-66.9887,67.9,2.5,4.41,0.32,7.63,0.55,3.6,16.3
2,27,59.23,0.03,-10,38,36.9,0.6,-178.3914,-61.9358,131.8,4,3.98,0.28,3.09,0.22,9.5,15.6
2,28,0.8,0.03,23,25,20.8,0.6,149.9644,-34.3298,95.2,2.9,5.22,0.27,5.7,0.29,-70.5,11.2
2,28,1.28,0.03,9,39,53.6,0.6,158.709,-46.3891,210,6.3,3.59,0.29,1.75,0.14,3.1,15.5
2,28,1.79,0.04,37,3,36.8,0.6,143.535,-21.917,390.6,13.3,7.26,0.32,2.2,0.1,-28.4,8.7
2,28,1.89,0.04,39,0,39.1,0.6,142.7202,-20.1208,99.9,3,5.7,0.3,6.04,0.32,-76.6,11.2
2,28,3.9,0.04,33,11,28,0.6,145.2233,-25.464,96,3.4,3.7,0.28,4.18,0.32,-64.3,16.3
2,28,7.66,0.03,-1,15,41.7,0.6,168.862,-55.2648,454.6,15.9,16.98,0.28,4.11,0.07,-1.8,3.6
2,28,8.71,0.05,29,27,59.1,0.8,146.9561,-28.8548,40.5,1.6,5.84,0.3,16.32,0.84,-80.4,9.9
2,28,17.93,0.03,-17,12,37.6,0.6,-165.9375,-65.5404,369.8,12.8,12.96,0.31,3.97,0.09,44.5,5.3
2,28,20.92,0.04,-16,26,23.5,0.6,-167.5413,-65.1576,61.5,2.3,6.74,0.4,11.75,0.7,5.7,11.6
2,28,21.31,0.08,52,14,2.1,0.8,137.6295,-7.8504,21.6,0.8,8.22,0.43,13.22,0.69,-41.3,15.3
2,28,23.77,0.04,18,27,44.9,0.7,152.8685,-38.7081,30.9,1,3.6,0.25,11.91,0.83,-28.2,15.5
2,28,25.09,0.04,-30,20,5.2,0.6,-132.7214,-68.5415,90.7,3.3,4.13,0.3,5.35,0.39,1,17.2
2,28,25.67,0.05,54,19,8.2,0.6,136.8667,-5.9077,211.2,6.3,8.24,0.59,3.8,0.27,-12.4,15.7
2,28,26.66,0.03,-28,13,28.4,0.6,-138.4904,-68.5308,284.1,10.2,12.24,0.28,5.55,0.13,-10.8,5.1
2,28,27.53,0.05,52,14,18.8,0.6,137.6427,-7.8402,349.2,11.9,9.71,0.52,4.44,0.24,-28.1,8.9
2,28,28.45,0.03,-24,33,41.2,0.6,-148.3194,-68.0513,101.1,3.1,6.46,0.33,6.62,0.34,-14.4,10.7
2,28,31.18,0.04,-29,46,7.1,0.6,-134.2699,-68.5375,116,3.5,5.16,0.32,4.89,0.3,20.9,13.3
2,28,33.71,0.03,23,54,30.9,0.6,149.8418,-33.8381,262.9,7.9,12.21,0.25,4.75,0.1,-82.5,4.2
2,28,33.78,0.04,-37,19,54.9,0.6,-114.4539,-67.1586,91.2,2.8,3.87,0.26,4.47,0.3,15.5,14.7
2,28,37.15,0.03,-12,50,1.7,0.6,-174.4216,-63.1496,125.8,4.5,6.93,0.28,6.05,0.24,1.1,8.8
2,28,38.4,0.03,14,50,40.7,0.6,155.2119,-41.8544,200.4,6,7.78,0.29,4.3,0.16,1.8,8.1
2,28,42.18,0.05,49,39,26,0.6,138.6477,-10.2234,630.6,19.9,19.51,0.52,5,0.13,-23.5,5.8
2,28,47.21,0.09,69,10,5.1,0.6,131.4411,7.9203,102.1,3.7,5.93,0.33,5.43,0.3,-84,13.4
2,28,50.04,0.08,67,21,1.9,0.6,132.1223,6.2332,1539.9,46.2,55.41,0.39,3.68,0.03,-36.6,1.5
2,28,50.85,0.03,-10,25,24.6,0.6,-178.4675,-61.6327,134.4,4.6,6.24,0.27,5.25,0.23,22.1,10
2,28,53.24,0.03,-3,37,38.7,0.6,171.9024,-56.9258,939.8,28.2,6.62,0.29,0.78,0.03,5.3,10.4
2,28,55.12,0.04,43,0,53.9,0.6,141.2589,-16.361,302.4,9.1,11.97,0.35,4.05,0.12,-47.4,5.5
2,29,5.62,0.03,-5,41,12.2,0.6,174.6182,-58.3864,213.8,7.6,17.59,0.3,8.64,0.15,17,3.9
2,29,13.95,0.03,28,7,42.4,0.6,147.8503,-29.9685,242.6,8.2,10.69,0.29,5,0.14,-49.5,5.6
2,29,15.06,0.03,-14,32,0.3,0.6,-171.0747,-63.9823,80.7,2.9,5.68,0.32,7.85,0.44,18.4,13.4
2,29,15.16,0.03,-14,30,44.6,0.6,-171.1145,-63.9705,78.6,2.8,4.12,0.32,5.82,0.45,30.4,17.1
2,29,15.41,0.03,8,51,25.6,0.6,159.7125,-46.9097,609,18.3,7.38,0.27,1.28,0.05,521.2,8
2,29,15.87,0.03,-4,42,16.4,0.6,173.3867,-57.6509,351.3,10.5,13.43,0.27,3.94,0.08,14.8,4.3
2,29,16.52,0.03,14,39,35.6,0.6,155.5138,-41.9393,149,5.2,7.26,0.28,5.38,0.21,-11.4,8.1
2,29,16.54,0.03,3,57,0.3,0.6,163.9196,-50.9667,66.6,2.4,8.22,0.29,12.85,0.45,-7.7,7.3
2,29,19.49,0.04,3,56,10.6,0.7,163.9482,-50.9707,61.7,2.2,4.66,0.3,8.34,0.54,-25.4,13
2,29,21.78,0.04,47,0,18.6,0.6,139.7665,-12.6406,889.1,26.7,45.74,1.63,5.33,0.19,-41.6,7.4
2,29,24.85,0.03,-24,36,0.9,0.6,-148.1008,-67.8503,276.7,9.8,4.25,0.28,1.68,0.11,23.5,15
2,29,26.03,0.05,50,1,37.4,0.6,138.6185,-9.8363,228,6.9,5.94,0.31,2.77,0.14,-48,11.9
2,29,28.41,0.04,-36,43,57.8,0.6,-116.0668,-67.1782,116.9,3.5,2.89,0.24,2.68,0.22,13.3,17.4
2,29,29.94,0.03,4,53,18.2,0.6,163.1329,-50.1706,72.7,2.2,5.91,0.27,8.63,0.39,-17.9,10.1
2,29,31.28,0.04,-28,47,30.5,0.6,-136.9247,-68.3157,96.3,3.7,5.77,0.27,7.56,0.35,8.5,10.9
2,29,31.59,0.04,33,34,21.9,0.6,145.3605,-24.9914,65.5,2.4,4.23,0.26,6.9,0.42,-67.2,15.3
2,29,37.41,0.03,-7,52,31.5,0.6,177.8598,-59.8142,59,1.8,4.7,0.26,8.52,0.47,18.8,12.9
2,29,38.15,0.03,0,25,13.4,0.6,167.5338,-53.7232,208,6.7,4.88,0.26,3.07,0.16,16.4,11.4
2,29,38.54,0.04,28,59,22.8,0.6,147.5239,-29.1504,94,3.3,5.26,0.29,4.53,0.25,-56.4,12.4
2,29,40.09,0.04,3,54,27.6,0.8,164.085,-50.9437,33,1.4,3.68,0.25,12.08,0.82,-10.6,16
2,29,40.62,0.21,80,26,50.9,0.6,127.1001,18.3806,60.8,2.2,7.23,0.28,14,0.54,36.1,8.5
2,29,42.76,0.04,-34,12,19.7,0.6,-122.4796,-67.7805,184.9,6.1,7.52,0.26,5.77,0.2,10.8,7.8
2,29,42.94,0.03,-7,5,39.2,0.6,176.7662,-59.2633,158.5,5.5,10.52,0.3,7.19,0.21,22.7,6.1
2,29,47.52,0.05,56,12,49.7,0.6,136.3454,-4.075,405,12.2,9.53,0.72,2.53,0.19,-22.6,15.9
2,29,48.12,0.05,39,42,32.1,0.7,142.7656,-19.3445,95.4,3.2,6.58,0.27,10.35,0.42,-69.5,8.8
2,29,49.5,0.03,29,38,15.4,0.6,147.2525,-28.5464,516.2,17,17.11,0.28,4.06,0.07,-63.3,3.4
2,29,57.76,0.06,57,44,45.3,0.6,135.7972,-2.6438,547,17.9,12.23,0.46,2.77,0.1,-101.6,8.3
2,30,1.83,0.03,21,53,4.3,0.6,151.3126,-35.4959,146.7,4.9,3.05,0.23,2.61,0.2,-91.8,18.3
2,30,4.26,0.04,19,46,39.9,0.6,152.5314,-37.3606,79.1,2.8,4.13,0.23,6.3,0.35,-44.6,11.3
2,30,4.64,0.1,72,45,49.7,0.6,130.1746,11.2939,112.5,4,3.83,0.31,3.69,0.3,-25.3,18.9
2,30,5.55,0.04,-32,21,5.4,0.6,-127.3741,-68.0115,120.3,3.6,5.03,0.31,4.58,0.28,23.6,14.4
2,30,9.08,0.03,-13,28,39.6,0.6,-172.7787,-63.2152,314.7,10.1,12.8,0.23,5.8,0.1,23.6,4
2,30,10.78,0.21,81,41,29.8,0.6,126.6033,19.5328,1043.5,31.3,5.18,0.33,0.52,0.03,1.9,12.3
2,30,12.54,0.04,32,19,10,0.6,146.0757,-26.0753,168.8,6.3,5.17,0.29,3.78,0.21,-37.6,11.6
2,30,14.2,0.1,21,0,23,1.5,151.8621,-36.2543,14.3,1,3.84,0.23,30.07,1.8,-45.1,12.9
2,30,16.63,0.04,32,20,28.6,0.6,146.0802,-26.0495,169.1,5.7,8.71,0.31,6.14,0.22,-43.9,9.4
2,30,17.11,0.03,-10,6,58.2,0.6,-178.4934,-61.1644,124.4,4.1,3.25,0.23,3.03,0.21,29,17.1
2,30,25.2,0.04,-37,5,56.4,0.6,-115.3255,-66.8844,64.3,2,3.85,0.25,6.07,0.39,-5.2,13.5
2,30,25.75,0.04,37,26,19.3,0.6,143.8453,-21.3803,202,7.1,6.22,0.27,3.43,0.15,-15.8,9
2,30,45.26,0.04,11,30,28.7,0.7,158.1424,-44.4682,60.5,2.5,5.99,0.32,13.5,0.72,4.3,11.5
2,30,45.7,0.04,40,32,53,0.6,142.595,-18.5009,451,13.5,24.8,0.3,5.8,0.07,-75.9,2.6
2,30,47.85,0.04,25,17,18.2,0.6,149.6587,-32.3757,84.7,3,4.87,0.26,6.64,0.35,-74.5,12.2
2,30,49.92,0.04,45,2,7.4,0.6,140.7827,-14.3636,527.3,15.8,31.54,1.63,6.42,0.33,-15,12.3
2,30,53.82,0.03,-15,42,2,0.6,-168.3212,-64.2574,115,4.5,4.57,0.28,4.91,0.3,29.9,13.5
2,30,55.63,0.04,-39,44,46.7,0.6,-109.2544,-65.836,521.4,18.1,34.13,0.38,5.41,0.06,-16.9,2.4
2,30,55.67,0.03,-26,51,23.2,0.6,-142.0438,-67.8717,201.5,6.8,12.18,0.32,7.17,0.19,13,5.5
2,30,57.62,0.03,-15,41,49.1,0.6,-168.3105,-64.2424,158.9,6.2,15.86,0.27,11.37,0.19,-0.7,3.9
2,30,57.76,0.04,19,27,5.6,0.8,152.958,-37.5499,93.1,3.1,5.46,0.24,9.51,0.42,-28.1,10
2,31,2.94,0.03,0,14,2.4,0.6,168.699,-54.0077,129.9,4.5,5.68,0.27,4.71,0.22,8.6,10.9
2,31,3.33,0.03,17,37,17.2,0.6,154.0976,-39.1471,443.1,15.2,25.92,0.23,6.63,0.06,-58.2,1.9
2,31,3.55,0.03,19,32,36.2,0.6,152.9286,-37.4582,89.9,3.2,5.95,0.26,7.24,0.32,-66.3,8.6
